NOM_ENT,NOM_LOC_ORIGINAL,nom_loc,CVE_LOC,CVE_MUN,latitud,longitud
SINALOA,LA%20GUANERA,La Guanera,250090599,25009,22.7969908,-105.8259944
SINALOA,LA%20GUANERA,Boca de Río (La Guanera),250140532,25014,22.8440517,-106.0267633
SINALOA,LA%20GUANERA,La Guanera,250120801,25012,23.2023617,-106.3091300
SINALOA,TECHOBAMPO,Nuevo Techobampo,250070765,25007,26.8720925,-108.3010419
SINALOA,TECHOBAMPO,Techobampo de los Montes,250070233,25007,26.6770694,-108.4743272
SINALOA,TECHOBAMPO,Techobampo de los Cota,250070234,25007,26.7704611,-108.4659772
SINALOA,TEHUECO,Tehueco,250100195,25010,26.2946597,-108.7448997
SINALOA,VAREJONAL,El Potrero del Varejonal,250030963,25003,25.1019869,-107.4139914
SINALOA,VAREJONAL,El Varejonal [Centro Acuícola],250032094,25003,25.1013672,-107.4023444
SINALOA,VAREJONAL,El Varejonal,250030312,25003,25.0938169,-107.3967317
SONORA,AQUIROPO,Estero Aquiropo,260330390,26033,26.8051631,-109.8404981
SONORA,BELLAVISTA,Bellavista,260360406,26036,30.7477167,-111.1406014
SONORA,BELLAVISTA,Bellavista,260030380,26003,26.6874425,-109.0826222
SONORA,BELLAVISTA,Los Alisos (Bellavista),260350142,26035,30.9185075,-110.8588175
SONORA,BELLAVISTA,Bellavista,260210280,26021,28.9068147,-110.2259597
SONORA,BELLAVISTA,Bellavista,260450156,26045,30.1084247,-110.6958314
SONORA,BELLAVISTA,Bellavista,260660010,26066,29.4112978,-110.4103147
SONORA,CERRO%20PRIETO,Cerro Prieto (El Otro Mundo),260470018,26047,29.8695781,-111.8111167
SONORA,CERRO%20PRIETO,Cerro Prieto,260480263,26048,31.3902769,-113.6158100
SONORA,CERRO%20PRIETO,El Cerro Prieto,260220132,26022,30.2722222,-110.7063889
SONORA,CERRO%20PRIETO,Cerro Prieto,260200134,26020,29.7348569,-111.2375875
SONORA,CERRO%20PRIETO,Cerro Prieto Uno,260270031,26027,31.0684028,-109.4342081
SONORA,CERRO%20PRIETO,Cerro Prieto,260220028,26022,30.4182964,-110.6578856
SONORA,CERRO%20PRIETO,Cerro Prieto Dos,260270154,26027,31.0941075,-109.4169844
SONORA,CERRO%20PRIETO,Cerro Prieto,260301423,26030,29.2722814,-111.5822997
SONORA,CERRO%20PRIETO,Cerro Prieto,260510127,26051,28.0960881,-109.1418436
SONORA,CERRO%20PRIETO,Cerro Prieto Dos,260600013,26060,31.3352211,-111.4428406
SONORA,CERRO%20PRIETO,5 de Marzo (Cerro Prieto),260290065,26029,28.3741411,-110.9275725
SONORA,CERRO%20PRIETO,El Cerro Prieto,260520878,26052,28.6809900,-108.7198586
SONORA,CERRO%20PRIETO,Cerro Prieto,260600060,26060,31.0202733,-111.3957231
SONORA,EL%20CHOYUDO,El Choyudo (Los Japoneses),260301214,26030,28.3206403,-111.4521528
SONORA,EL%20DESEMBOQUE,Desemboque de los Seris (El Desemboque),260470027,26047,29.5051542,-112.3961303
SONORA,EL%20DESEMBOQUE,El Desemboque (Kuwai),260170617,26017,30.5660136,-112.9658322
SONORA,EL%20RASTRO,Cano Sainz (El Rastro),260560065,26056,29.4382253,-110.7569644
SONORA,EL%20SARGENTO,El Sargento,260470313,26047,29.3265081,-112.3322261
SONORA,EL%20TECORI,El Tecoripa,260270274,26027,31.0619444,-109.8125000
SONORA,EL%20TOMATE,El Tomate (Campo Muñoz),260700064,26070,31.8437167,-112.7273175
SONORA,EL%20TORNILLAL,El Tornillal,260550037,26055,31.5791667,-114.2958333
SONORA,GUAYMAS,Sociedad Rubén Jaramillo (Campo Guaymas),260250096,26025,28.0155289,-110.6379894
SONORA,GUAYMAS,San Carlos (San Carlos Nuevo Guaymas),260290025,26029,27.9483661,-111.0518164
SONORA,GUAYMAS,Heroica Guaymas,260290001,26029,27.9233197,-110.8892169
SONORA,GUAYMAS,Aeropuertos Interncacional de Guaymas,260291709,26029,27.9694900,-110.9214575
SONORA,GUAYMAS,La Escondida (Guadalupe de Guaymas),260290094,26029,28.2461547,-110.6528336
SONORA,GUAYMAS,San José de Guaymas,260290254,26029,27.9843253,-110.8817122
SONORA,GUAYMAS,Las Tinajas [Jupan Guaymas],260290815,26029,28.2479706,-111.1365481
SONORA,GUAYMAS,San Fernando de Guaymas,260250140,26025,27.9721958,-110.7097336
SONORA,GUAYMAS,Santa María de Guaymas,260250060,26025,28.1433289,-110.6919333
SONORA,GUAYMAS,Triturados Guaymas,260291170,26029,28.0373675,-110.9349814
SONORA,HUATABAMPITO,Playa Huatabampito,260330201,26033,26.6924903,-109.5789306
SONORA,LA%20ATANASIA,La Atanasia,260720016,26072,27.1538889,-110.2133333
SONORA,LA%20MANGA,La Manga (Campo Pesquero la Manga),260291298,26029,27.9797331,-111.1238247
SONORA,LA%20MANGA,La Manga Tres,260291394,26029,27.9839061,-111.1348756
SONORA,LA%20MANGA,La Manga,260470367,26047,30.6583317,-112.0493664
SONORA,LA%20MANGA,La Manga,260020119,26002,31.2821331,-109.6103319
SONORA,LA%20MANGA,La Manga,260130050,26013,30.0536111,-110.2283333
SONORA,LA%20MANGA,La Manga Dos,260291393,26029,27.9858272,-111.1379664
SONORA,LA%20VIUDA,La Viuda,260210318,26021,28.8082578,-110.5847356
SONORA,LA%20VIUDA,La Viuda (Carlos Deconcini),260080212,26008,29.8816667,-109.1077778
SONORA,LA%20VIUDA,Campo Misión (La Viuda),260120405,26012,27.5353703,-110.0294342
SONORA,LA%20VIUDA,La Esquina (La Viuda),260410054,26041,30.4224419,-109.7928725
SONORA,LA%20VIUDA,Campo de la Viuda,260710045,26071,27.1892064,-109.8098819
SONORA,LA%20VIUDA,Teódola Viuda de Chávez,260550677,26055,32.3344581,-114.9294619
SONORA,LAS%20CUEVITAS,Las Cuevitas,260180635,26018,28.0242306,-109.9915617
SONORA,LAS%20CUEVITAS,Las Cuevitas,260500035,26050,29.7782814,-110.5206944
SONORA,LAS%20CUEVITAS,Las Cuevitas,260290788,26029,28.4927778,-110.4519444
SONORA,LAS%20CUEVITAS,Las Cuevitas,260301865,26030,29.5912394,-111.8929089
SONORA,LAS%20CUEVITAS,Las Cuevitas,260360239,26036,30.6930792,-111.0268836
SONORA,LAS%20CUEVITAS,Las Cuevitas,260490164,26049,27.6595872,-109.6494803
SONORA,LAS%20CUEVITAS,Las Cuevitas,260303228,26030,29.6201919,-111.9288411
SONORA,LAS%20CUEVITAS,Las Cuevitas,260680130,26068,29.0966958,-109.9217467
SONORA,LAS%20CUEVITAS,Las Cuevitas,260690014,26069,28.3528214,-109.0219725
SONORA,LAS%20CUEVITAS,Las Cuevitas,260060027,26006,30.4266294,-110.0452789
SONORA,LAS%20GUASIMAS,Las Guasimas,260330470,26033,26.7847094,-109.6235967
SONORA,SAN%20CARLOS,San Carlos (San Carlos Nuevo Guaymas),260290025,26029,27.9483661,-111.0518164
SONORA,SAN%20CARLOS,San Carlos [Acuícola],260303591,26030,28.6172058,-111.7815558
SONORA,SAN%20CARLOS,Rio Azul San Carlos,260291752,26029,27.9708117,-111.0812517
SONORA,SAN%20CARLOS,San Carlos,260020229,26002,31.2942894,-109.6506528
SONORA,SAN%20CARLOS,San Carlos,260040212,26004,30.5555775,-111.8044758
SONORA,SAN%20CARLOS,San Carlos,260180494,26018,27.2899686,-110.0154053
SONORA,SAN%20CARLOS,San Carlos,260040063,26004,31.4121606,-111.9189783
SONORA,SAN%20CARLOS,San Carlos [Campestre],260183009,26018,27.6080558,-109.9272061
SONORA,SAN%20CARLOS,Rancho San Carlos,260182726,26018,27.6109139,-109.9283225
SONORA,SAN%20CARLOS,San Carlos (El Pocito),260303199,26030,28.5361961,-111.4701181
SONORA,SAN%20CARLOS,San Carlos,260301002,26030,28.8928153,-111.4258181
SONORA,SAN%20CARLOS,San Carlos,260301645,26030,29.6013983,-111.4568097
SONORA,SAN%20CARLOS,San Carlos,260190177,26019,30.8077778,-110.1369444
SONORA,SAN%20CARLOS,San Carlos,260301222,26030,28.3057342,-111.3125606
SONORA,SAN%20CARLOS,San Carlos (Empaque San Carlos),260302016,26030,28.5321608,-111.4825869
SONORA,SAN%20CARLOS,San Carlos,260640091,26064,30.0830408,-111.7117364
SONORA,SAN%20CARLOS,San Carlos,260490422,26049,27.7129014,-109.7749789
SONORA,SAN%20CARLOS,San Carlos (La Carbonera),260560114,26056,29.3907711,-110.7019653
SONORA,SAN%20CARLOS,San Carlos,260580075,26058,30.5716550,-111.1900150
SONORA,SAN%20CARLOS,San Carlos,260420952,26042,27.1783367,-109.5119622
SONORA,SAN%20CARLOS,San Carlos,260490263,26049,27.6395058,-109.4957711
SONORA,SAN%20CARLOS,El Guayparín (San Carlos),260300280,26030,28.8894861,-111.3962000
SONORA,SAN%20CARLOS,San Carlos,260590054,26059,31.0855739,-110.6491089
SONORA,SAN%20CARLOS,San Carlos,260300475,26030,29.0829303,-111.3191756
SONORA,SAN%20CARLOS,San Carlos Tres [Porcina],260420257,26042,27.0768967,-109.3148814
SONORA,SAN%20CARLOS,San Carlos Cuatro [Porcina],260420258,26042,27.0763378,-109.3071083
SONORA,SAN%20CARLOS,San Carlos,260170181,26017,31.4895372,-112.3416169
SONORA,SAN%20CARLOS,San Carlos (San Martín),260620055,26062,28.4795094,-109.9779850
SONORA,SAN%20CARLOS,Rancho San Carlos,260700261,26070,31.6326844,-112.3887472
SONORA,LOS%20ALGODONES,Los Algodones,260510110,26051,27.8466914,-109.2203458
SONORA,LOS%20ALGODONES,Los Algodones,260480296,26048,31.3729289,-113.5726253
SONORA,LOS%20ALGODONES,Los Algodones,260182902,26018,27.5831661,-109.8975200
SONORA,LOS%20ALGODONES,Los Algodones,260182914,26018,28.1952731,-109.9120906
SONORA,LOS%20ALGODONES,Los Algodones,260030019,26003,27.5075303,-108.7332075
SONORA,LOS%20ALGODONES,Los Algodones,260500041,26050,29.7716233,-110.5856547
SONORA,MIRAMAR,Miramar,260030158,26003,27.4855192,-108.8751850
SONORA,MIRAMAR,Playa Miramar,260480259,26048,31.2485606,-113.2804939
SONORA,MIRAMAR,Colonia Miramar,260480310,26048,31.3722525,-113.4543528
SONORA,MIRAMAR,Country Club Miramar,260480313,26048,31.4072922,-113.4289714
SONORA,PLAYA%20DEL%20SOL,Playa del Sol,260250203,26025,27.9493708,-110.6919781
SONORA,BACHOCO,Avícola Bachoco,260120199,26012,27.5201653,-110.0979114
SONORA,BACHOCO,Avícola Bachoco (Granja 2507),260181072,26018,27.3901722,-109.8855247
SONORA,BACHOCO,Bachoco Veinticuatro Cero Seis [Avícola],260182373,26018,27.4829503,-110.0222678
SONORA,BACHOCO,Bachoco,260260797,26026,27.0906972,-109.7453653
SONORA,BACHOCO,Crianza (Bachoco 3264),260030768,26003,27.0936206,-109.1516919
SONORA,BACHOCO,Monterrey (Bachoco 3265),260030774,26003,27.0787831,-109.1660514
SONORA,BACHOCO,Avícola Bachoco Dos Mil Quinientos Once,260120197,26012,27.5197583,-110.1215858
SONORA,BACHOCO,Tres Marías (Bachoco 3261),260030898,26003,27.1154744,-109.1464939
SONORA,BACHOCO,Tres Marías (Bachoco 3262),260030899,26003,27.1268242,-109.1326233
SONORA,BACHOCO,Tres Marías (Bachoco 3263),260030900,26003,27.1305992,-109.1227453
SONORA,BACHOCO,Bachoco,260120221,26012,27.5287894,-110.0579936
SONORA,BACHOCO,Bachoco,260120353,26012,27.5319844,-110.1484369
SONORA,BACHOCO,Granja Bachoco 2523,260120541,26012,27.4651456,-110.1500836
SONORA,BACHOCO,Bachoco 2570,260120475,26012,27.5228336,-110.0707558
SONORA,BACHOCO,Bachoco,260120478,26012,27.5522489,-110.1527703
SONORA,BACHOCO,Bachoco  2401 [Aurora],260120568,26012,27.5262336,-110.0445872
SONORA,BACHOCO,Bachoco,260181589,26018,27.2362711,-109.9330067
SONORA,BACHOCO,Avícola Bachoco (2409),260180216,26018,27.2900864,-109.8213844
SONORA,BACHOCO,Santa María del Buaraje (Bachoco 2502),260180746,26018,27.2923856,-109.8118275
SONORA,BACHOCO,Avícola Bachoco,260181703,26018,27.3639111,-109.9120097
SONORA,BACHOCO,Bordos del Bachoco,260181715,26018,27.6052503,-109.9300983
SONORA,BACHOCO,Bachoco [Porcícola],260182189,26018,27.3715881,-110.0143717
SONORA,BACHOCO,Avícola Bachoco Veintidós Cero Cuatro,260181966,26018,27.5046900,-110.0962911
SONORA,BACHOCO,Bachoco,260181967,26018,27.4178794,-110.0622272
SONORA,BACHOCO,Presa del Bachoco,260182194,26018,27.5866667,-109.7941667
SONORA,BACHOCO,Bachoco,260182876,26018,27.5911508,-109.9114897
SONORA,BACHOCO,Bachoco [Avícola],260182322,26018,27.5308733,-110.0139072
SONORA,BACHOCO,Bachoco 32-22 (El Milagro),260182326,26018,27.4843031,-109.8550000
SONORA,BACHOCO,Corrales de Engorda del Bachoco,260490361,26049,27.5508333,-109.7997222
SONORA,BACHOCO,Bajerobeta (Playa Bachoco),260330393,26033,26.6602519,-109.4119483
SONORA,BACHOCO,Bachoco Veinticinco Diecisiete,260420759,26042,27.2631950,-109.7909750
SONORA,BACHOCO,Sicoma (Bachoco),260420823,26042,26.9905328,-109.5343103
SONORA,BACHOCO,Bachoco,260710127,26071,27.0990369,-109.8143789
SONORA,BACHOCO,Arroyo Bachoco,260490417,26049,27.5668664,-109.8055728
SONORA,BACHOCO,Bachoco,260710128,26071,27.0900508,-109.8300156
SONORA,BACHOCO,Granja Bachoco,260710129,26071,27.1489281,-109.7693519
SONORA,BACHOCO,Bachoco,260710130,26071,27.1352817,-109.7814569
SONORA,BACHOCO,Bachoco Nuevo,260720261,26072,27.4629589,-110.2192108
SONORA,BACHOCO,Bachoco,260330012,26033,26.7270083,-109.4174294
SONORA,BACHOCO,Bachoco el Alto,260260208,26026,27.0964222,-109.6294294
SONORA,BACHOCO,Bachoco Veinticuatro Cero Tres [Avícola],260182421,26018,27.5609753,-109.8138514
SONORA,BACHOCO,Bachoco (Granja Reproductora Pesada),260181375,26018,27.6043664,-109.9361844
SONORA,BACHOCO,Bachoco,260420233,26042,26.9821283,-109.4338133
SONORA,BACHOCO,Bachoco (Postura Granja Pesada),260720219,26072,27.4655625,-110.1947117
SONORA,BACHOCO,Progenitora Núcleo Uno (Bachoco),260510791,26051,27.7968467,-109.3070189
SONORA,BACHOCO,Progenitora Núcleo Dos (Bachoco),260510792,26051,27.7369503,-109.2813997
SONORA,BACHOCO,El Bachoco,260291745,26029,27.6880939,-110.4317750
SONORA,EL%20NOVILLO,El Novillo (Bloque 821),260720199,26072,27.3876567,-110.2247703
SONORA,EL%20NOVILLO,El Novillo (Campamento el Águila),260610005,26061,28.9804800,-109.6297461
SONORA,EL%20NOVILLO,El Novillo,260690758,26069,28.4522222,-108.5827778
SONORA,EL%20NOVILLO,El Novillo,260430418,26043,31.3036989,-110.9766597
SONORA,PUNTA%20CALAVERA,Punta Calaveras,260250297,26025,27.8925425,-110.6833069
SONORA,SANTO%20DOMINGO,Santo Domingo,260510071,26051,28.0893472,-109.5973597
SONORA,SANTO%20DOMINGO,Santo Domingo,260410040,26041,30.2839122,-109.5881597
SONORA,SANTO%20DOMINGO,Santo Domingo,260040173,26004,31.4697183,-111.8415814
SONORA,SANTO%20DOMINGO,Santo Domingo,260520259,26052,29.3748392,-109.2362744
SONORA,SANTO%20DOMINGO,Santo Domingo,260700058,26070,31.9160519,-112.9929433
SONORA,SANTO%20DOMINGO,Santo Domingo,260680267,26068,28.8838608,-110.0766614
SONORA,SANTO%20DOMINGO,Santo Domingo,260720167,26072,27.1983333,-110.2575000
SONORA,SANTO%20DOMINGO,Santo Domingo,260220068,26022,30.4491706,-110.5500997
SONORA,SANTO%20DOMINGO,Santo Domingo,260080188,26008,29.9747222,-108.9630556
SONORA,SANTO%20DOMINGO,Santo Domingo (La Estación),260170262,26017,30.8257089,-112.1679356
YUCATAN,CHELEM,Chelem,311020746,31102,20.6590344,-88.0495228
YUCATAN,CHELEM,Chelem,310590003,31059,21.2687364,-89.7429508
YUCATAN,CHELEM,Chelem,310850013,31085,20.8197408,-88.2399022
YUCATAN,HOLCHIT,Chan Holchit,310610101,31061,21.5436792,-88.0345886
YUCATAN,FRONTERA,Frontera,310570406,31057,21.3007858,-88.4350094
YUCATAN,FRONTERA,La Frontera,310400164,31040,20.9393994,-88.9745856
YUCATAN,CHICXULUB,Chicxulub Pueblo,310200001,31020,21.1372894,-89.5150761
YUCATAN,CHICXULUB,Chicxulub (Chicxulub Puerto),310590004,31059,21.2944286,-89.6071692
YUCATAN,CHICXULUB,COBAY [Plantel Chicxulub Pueblo],310200064,31020,21.1407000,-89.5095750
YUCATAN,DZILAM%20DE%20BRAVO,Dzilam de Bravo,310280001,31028,21.3932292,-88.8918797
YUCATAN,DZILAM%20DE%20BRAVO,Dzilam de Bravo [Unidad Habitacional],310280139,31028,21.3754131,-88.8959686
YUCATAN,LAS%20COLORADAS,Las Coloradas,310700045,31070,21.2838939,-88.3616333
YUCATAN,LAS%20COLORADAS,Las Coloradas,310610002,31061,21.6087247,-87.9906072
YUCATAN,PROGRESO,Progreso,310590001,31059,21.2825778,-89.6635736
YUCATAN,PROGRESO,El Progreso,310020041,31002,20.8749453,-89.4865836
YUCATAN,SAN%20BRUNO,San Bruno,310260004,31026,21.3304378,-89.3910897
YUCATAN,SAN%20CRISANTO,San Crisanto,310710112,31071,20.8617619,-88.9949825
YUCATAN,SAN%20CRISANTO,San Crisanto,310060397,31006,21.2693883,-88.7455656
YUCATAN,SAN%20CRISANTO,San Crisanto,310680003,31068,21.3532814,-89.1718089
YUCATAN,SANTA%20CLARA,Santa Clara,310080076,31008,21.0190703,-88.1155300
YUCATAN,SANTA%20CLARA,Santa Clara,311020108,31102,20.6960994,-88.1653797
YUCATAN,SANTA%20CLARA,Santa Clara,310210130,31021,20.6165886,-88.2301997
YUCATAN,SANTA%20CLARA,Santa Clara,310120114,31012,20.9849853,-88.6500564
YUCATAN,SANTA%20CLARA,Santa Clara de las Hadas,310140032,31014,20.6613336,-88.3355181
YUCATAN,SANTA%20CLARA,Santa Clara,310190045,31019,20.7725714,-87.8792017
YUCATAN,SANTA%20CLARA,Santa Clara,310120189,31012,20.9913889,-88.5933333
YUCATAN,SANTA%20CLARA,Santa Clara,310200027,31020,21.1472644,-89.4952361
YUCATAN,SANTA%20CLARA,Santa Clara,310290136,31029,21.3282808,-88.5837347
YUCATAN,SANTA%20CLARA,Santa Clara,310210103,31021,20.6065106,-88.1753114
YUCATAN,SANTA%20CLARA,Santa Clara,310270004,31027,21.3738203,-89.0137542
YUCATAN,SANTA%20CLARA,Santa Clara,310250015,31025,20.3868728,-89.4446192
YUCATAN,SANTA%20CLARA,Santa Clara,310570267,31057,21.3874003,-88.2753931
YUCATAN,SANTA%20CLARA,Santa Clara,310570319,31057,21.3704433,-88.2707297
YUCATAN,SANTA%20CLARA,Santa Clara,310570355,31057,21.3553464,-88.2323881
YUCATAN,SANTA%20CLARA,Santa Clara,310650063,31065,21.4352269,-88.2504133
YUCATAN,SANTA%20CLARA,Santa Clara,310650134,31065,21.4617647,-88.4346636
YUCATAN,SANTA%20CLARA,Santa Clara,310700356,31070,21.2419186,-88.3536003
YUCATAN,SANTA%20CLARA,Santa Clara,310650214,31065,21.5072328,-88.3124314
YUCATAN,SANTA%20CLARA,Santa Clara Dindzonot,310700167,31070,21.2685269,-88.4370350
YUCATAN,SANTA%20CLARA,Santa Clara,310750142,31075,20.3928803,-89.2723886
YUCATAN,SANTA%20CLARA,Santa Clara de Asís,310961583,31096,21.1851775,-88.2007061
YUCATAN,SANTA%20CLARA,Santa Clara,310730033,31073,20.2895611,-88.9233525
YUCATAN,SANTA%20CLARA,Santa Clara,310890101,31089,20.3566542,-89.4968789
YUCATAN,SANTA%20CLARA,Santa Clara Dzibalkú,310960060,31096,21.3726742,-88.0664300
YUCATAN,SANTA%20CLARA,Santa Clara,310960241,31096,21.2709203,-87.6169989
YUCATAN,SANTA%20CLARA,Santa Clara,310850114,31085,20.7832656,-88.1922889
YUCATAN,SANTA%20CLARA,Chan Santa Clara,310850233,31085,20.7880772,-88.2030233
YUCATAN,SANTA%20CLARA,Santa Clara,310910103,31091,20.8175733,-88.4513192
YUCATAN,SANTA%20CLARA,Santa Clara Cinco,310961838,31096,21.3953697,-87.9672119
YUCATAN,SANTA%20CLARA,Santa Clara 2,310961718,31096,21.3903503,-88.0108969
YUCATAN,SANTA%20CLARA,Santa Clara,310961884,31096,21.2090089,-88.1731011
YUCATAN,SANTA%20CLARA,Santa Clara,310962007,31096,21.1146347,-87.6428258
YUCATAN,SANTA%20CLARA,Santa Clara,311010213,31101,20.8707133,-89.7685319
YUCATAN,SANTA%20CLARA,Santa Clara,310970012,31097,20.8931428,-88.7573147
YUCATAN,SISAL,San Francisco Sisal,310150008,31015,20.7327478,-89.3561728
YUCATAN,SISAL,Sisal,310380004,31038,21.1648975,-90.0325403
YUCATAN,DZILAM,Dzilam de Bravo,310280001,31028,21.3932292,-88.8918797
YUCATAN,DZILAM,Dzilam de Bravo [Unidad Habitacional],310280139,31028,21.3754131,-88.8959686
YUCATAN,DZILAM,Dzilam González,310290001,31029,21.2802000,-88.9297567
YUCATAN,CHABIHAU,Chabihau,311060002,31106,21.3562825,-89.1179189
YUCATAN,TELCHAC,Telchac,310820001,31082,21.2033489,-89.2712672
YUCATAN,TELCHAC,Telchac Puerto,310830001,31083,21.3430039,-89.2642250
YUCATAN,TELCHAC,Telchac Puerto [Basurero Municipal],310830026,31083,21.3283878,-89.2611317
YUCATAN,TELCHAC,Telchac [Materiales],310820049,31082,21.2222214,-89.2705647
YUCATAN,TELCHAC,Telchac [Rastro Municipal],310820050,31082,21.1845542,-89.2746875
YUCATAN,VICTORIA,Santa Victoria,311040267,31104,20.2534639,-88.6222211
YUCATAN,VICTORIA,Victoria,310530052,31053,20.5117106,-89.7116372
YUCATAN,VICTORIA,La Victoria,310110009,31011,20.9915469,-90.3467108
YUCATAN,VICTORIA,Victoria,310700298,31070,21.2487061,-88.3300564
YUCATAN,VICTORIA,La Victoria,310930032,31093,21.0442967,-89.3777483
YUCATAN,VICTORIA,Victoria,310820053,31082,21.1773047,-89.2704922
