NOM_ENT,NOM_LOC_ORIGINAL,loc,lon,lat,address
BAJA CALIFORNIA SUR,CARRIZALITO,"CARRIZALITO, MEXICO",-97.080435,15.8598184,"carrizalillo, 71983 puerto escondido, oax., mexico"
BAJA CALIFORNIA SUR,CENTENARIO,"CENTENARIO, MEXICO",-102.552784,23.634501,mexico
BAJA CALIFORNIA SUR,CHUPALODO,"CHUPALODO, MEXICO",-98.60132540000001,16.7321885,"41903 azoyú, guerrero, mexico"
BAJA CALIFORNIA SUR,DALITAR,"DALITAR, MEXICO",-102.552784,23.634501,mexico
BAJA CALIFORNIA SUR,EL BARRIL,"EL BARRIL, MEXICO",-94.9117873,17.819123,"96152 el barril, ver., mexico"
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,"BAHIA TORTUGAS, MEXICO",-114.8966932,27.6936418,"23950 bahía tortugas, b.c.s., mexico"
BAJA CALIFORNIA SUR,SAN IGNACIO,"SAN IGNACIO, MEXICO",-112.8954541,27.2820675,"23930 san ignacio, bcs, mexico"
BAJA CALIFORNIA SUR,EL CARDONAL (EN LA PAZ),"EL CARDONAL (EN LA PAZ), MEXICO",-110.2988597,24.1093352,"el cardonal, 23080 la paz, b.c.s., mexico"
BAJA CALIFORNIA SUR,EL COLORADITO,"EL COLORADITO, MEXICO",-108.718051,25.506245,"81166 el coloradito, sin., mexico"
BAJA CALIFORNIA SUR,SAN JOSE DE GRACIA,"SAN JOSE DE GRACIA, MEXICO",-102.4129804,22.1475929,"20500 san josé de gracia, aguascalientes, mexico"
BAJA CALIFORNIA SUR,EL DELGADITO,"EL DELGADITO, MEXICO",-102.552784,23.634501,mexico
BAJA CALIFORNIA SUR,EL EQUIPALITO,"EL EQUIPALITO, MEXICO",-102.552784,23.634501,mexico
BAJA CALIFORNIA SUR,EL FARO,"EL FARO, MEXICO",-92.14789530000002,17.3132505,"29904 el faro, chis., mexico"
BAJA CALIFORNIA SUR,EL HORCONCITO,"EL HORCONCITO, MEXICO",-97.7438911,21.852743,"92094 horconcitos, ver., mexico"
BAJA CALIFORNIA SUR,EL JUNCALITO,"EL JUNCALITO, MEXICO",-111.314857,25.771423,"23895 juncalito, b.c.s., mexico"
BAJA CALIFORNIA SUR,EL MIGRINO,"EL MIGRINO, MEXICO",-110.0390150662429,23.1184983100646,"el migriño, baja california sur, mexico"
BAJA CALIFORNIA SUR,EL MOGOTE,"EL MOGOTE, MEXICO",-99.56472219999999,18.6827777,"40390 el mogote, gro., mexico"
BAJA CALIFORNIA SUR,EL PALMAR,"EL PALMAR, MEXICO",-97.42999999999999,20.6061099,"92907 el palmar, ver., mexico"
BAJA CALIFORNIA SUR,EL PORTUGES,"EL PORTUGES, MEXICO",-107.831023,24.751737,"80334 el portugués, sinaloa, mexico"
BAJA CALIFORNIA SUR,EL PORTUGUEZ,"EL PORTUGUEZ, MEXICO",-107.831023,24.751737,"80334 el portugués, sinaloa, mexico"
BAJA CALIFORNIA SUR,EL QUEEN,"EL QUEEN, MEXICO",-102.552784,23.634501,mexico
BAJA CALIFORNIA SUR,EL SALADITO,"EL SALADITO, MEXICO",-106.8486111,23.8699999,"82790 el saladito, sin., mexico"
BAJA CALIFORNIA SUR,EL SAUZOSO,"EL SAUZOSO, MEXICO",-110.6409557,24.3120257,"23203 la paz, bcs, mexico"
BAJA CALIFORNIA SUR,EL TECOLOTE,"EL TECOLOTE, MEXICO",-102.2466025,21.2009951,"47109 el tecolote, jalisco, mexico"
BAJA CALIFORNIA SUR,EL TIBURON,"EL TIBURON, MEXICO",-102.552784,23.634501,mexico
BAJA CALIFORNIA SUR,ENSENADA DE MUERTOS,"ENSENADA DE MUERTOS, MEXICO",-109.8267779,23.9942052,"23236 ensenada de muertos, b.c.s., mexico"
BAJA CALIFORNIA SUR,ENSENADA EL MUERTO,"ENSENADA EL MUERTO, MEXICO",-116.5963713,31.8667427,"ensenada, baja california, mexico"
BAJA CALIFORNIA SUR,EL PULGUERO,"EL PULGUERO, MEXICO",-102.552784,23.634501,mexico
BAJA CALIFORNIA SUR,LAS TIJERAS,"LAS TIJERAS, MEXICO",-102.7080555,21.4580555,"99936 las tijeras, zac., mexico"
BAJA CALIFORNIA SUR,SANTO DOMINGO,"SANTO DOMINGO, MEXICO",-99.1905974,19.4887086,"santo domingo, ciudad de méxico, cdmx, mexico"
BAJA CALIFORNIA SUR,ESTERO BUENAVISTA,"ESTERO BUENAVISTA, MEXICO",-96.1685247,19.1948121,"estero, buenavista, 91850 veracruz, ver., mexico"
BAJA CALIFORNIA SUR,ESTERO CANCUN,"ESTERO CANCUN, MEXICO",-86.8120972,21.1778827,"estero supermanzana 64, puerto juarez, 77525 cancún, q.r., mexico"
BAJA CALIFORNIA SUR,ESTERO EL CAREY,"ESTERO EL CAREY, MEXICO",-98.1058692,25.9935294,"estero, 88930 cdad. río bravo, tamps., mexico"
BAJA CALIFORNIA SUR,ESTERO EL CAYUCO,"ESTERO EL CAYUCO, MEXICO",-111.6821355,24.5831456,"23134 el cayuco, b.c.s., mexico"
BAJA CALIFORNIA SUR,ESTERO EL CHISGUETE,"ESTERO EL CHISGUETE, MEXICO",-102.552784,23.634501,mexico
BAJA CALIFORNIA SUR,ESTERO EL CURRY,"ESTERO EL CURRY, MEXICO",-98.1058692,25.9935294,"estero, 88930 cdad. río bravo, tamps., mexico"
BAJA CALIFORNIA SUR,ESTERO EL DATIL,"ESTERO EL DATIL, MEXICO",-112.912955,26.5326271,"23915 el dátil, bcs, mexico"
BAJA CALIFORNIA SUR,ESTERO EL DELGADITO,"ESTERO EL DELGADITO, MEXICO",-102.552784,23.634501,mexico
BAJA CALIFORNIA SUR,ESTERO EL GATO,"ESTERO EL GATO, MEXICO",-102.552784,23.634501,mexico
BAJA CALIFORNIA SUR,ESTERO EL OTATE,"ESTERO EL OTATE, MEXICO",-96.89567009999999,18.803359,"94955 el otate, ver., mexico"
BAJA CALIFORNIA SUR,ESTERO EL SOLDADO,"ESTERO EL SOLDADO, MEXICO",-110.9686563,27.9578084,"estero ""el soldado"", www.google.com/local/place/rap/edit/locationn carlos, blvr. bacochibampo, 85506 sahttps:, son., mexico"
BAJA CALIFORNIA SUR,ESTERO EL VENADO,"ESTERO EL VENADO, MEXICO",-102.552784,23.634501,mexico
BAJA CALIFORNIA SUR,ESTERO GRANDE,"ESTERO GRANDE, MEXICO",-98.3834768,21.7670117,"92405 estero grande, ver., mexico"
BAJA CALIFORNIA SUR,ESTERO HOMBRES SOLOS,"ESTERO HOMBRES SOLOS, MEXICO",-99.1913405,19.3082247,"el estero, insurgentes cuicuilco, 04530 ciudad de méxico, cdmx, mexico"
BAJA CALIFORNIA SUR,ESTERO LA HERRADURA,"ESTERO LA HERRADURA, MEXICO",-81.8067523,26.438136,"estero, fl, usa"
BAJA CALIFORNIA SUR,ESTERO LAGUNA MANUELA,"ESTERO LAGUNA MANUELA, MEXICO",-102.552784,23.634501,mexico
BAJA CALIFORNIA SUR,ESTERO LAS BALSAS,"ESTERO LAS BALSAS, MEXICO",-97.785313,20.703087,"73017 las balsas, pue., mexico"
BAJA CALIFORNIA SUR,ESTERO LAS VACAS,"ESTERO LAS VACAS, MEXICO",-101.2346014,29.2091014,"26314 las vacas, coah., mexico"
BAJA CALIFORNIA SUR,ESTERO LOS ISLOTES,"ESTERO LOS ISLOTES, MEXICO",-110.4025,24.5988889,"los islotes, mexico"
BAJA CALIFORNIA SUR,ESTERO MULEGE,"ESTERO MULEGE, MEXICO",-111.9835831,26.8922164,"23900 mulegé, bcs, mexico"
BAJA CALIFORNIA SUR,ESTERO RANCHO BUENO,"ESTERO RANCHO BUENO, MEXICO",-102.552784,23.634501,mexico
BAJA CALIFORNIA SUR,ESTERO SALINAS,"ESTERO SALINAS, MEXICO",-98.1265596,22.5196497,"esteros, tamaulipas, mexico"
BAJA CALIFORNIA SUR,ESTERO SAN CARLOS,"ESTERO SAN CARLOS, MEXICO",-111.0370989,27.9617875,"85506 san carlos nuevo guaymas, sonora, mexico"
BAJA CALIFORNIA SUR,ESTERO SAN IGNACIO,"ESTERO SAN IGNACIO, MEXICO",-112.8954541,27.2820675,"23930 san ignacio, bcs, mexico"
BAJA CALIFORNIA SUR,ESTERO SAN JORGE,"ESTERO SAN JORGE, MEXICO",-112.0749544,25.7257664,"23838 la poza grande, b.c.s., mexico"
BAJA CALIFORNIA SUR,ESTERO SAN JOSE,"ESTERO SAN JOSE, MEXICO",-109.6857461,23.050623,"blvd. antonio mijares s/n, campo de golf fonatur, 23400 san josé del cabo, b.c.s., mexico"
BAJA CALIFORNIA SUR,ESTERO SAN LAZARO,"ESTERO SAN LAZARO, MEXICO",-102.552784,23.634501,mexico
BAJA CALIFORNIA SUR,ESTERO SAN LUCAS,"ESTERO SAN LUCAS, MEXICO",-109.9682813,22.9051436,"del estero, los cangrejos ii y ìii, 23473 cabo san lucas, b.c.s., mexico"
BAJA CALIFORNIA SUR,ESTERO SAN RAFAEL,"ESTERO SAN RAFAEL, MEXICO",-99.1617888,19.4373262,"san rafael, 06470 mexico city, cdmx, mexico"
BAJA CALIFORNIA SUR,ESTERO SAN VICENTE,"ESTERO SAN VICENTE, MEXICO",-116.2477569,31.3250324,"22900 san vicente, b.c., mexico"
BAJA CALIFORNIA SUR,ESTERO SANTA ELENITA,"ESTERO SANTA ELENITA, MEXICO",-102.552784,23.634501,mexico
BAJA CALIFORNIA SUR,ESTERO SANTO DOMINGO,"ESTERO SANTO DOMINGO, MEXICO",-102.552784,23.634501,mexico
BAJA CALIFORNIA SUR,ESTERO UNA DE GATA,"ESTERO UNA DE GATA, MEXICO",-102.552784,23.634501,mexico
BAJA CALIFORNIA SUR,FARO SANTO DOMINGO,"FARO SANTO DOMINGO, MEXICO",-102.552784,23.634501,mexico
BAJA CALIFORNIA SUR,HORNITOS NUEVOS,"HORNITOS NUEVOS, MEXICO",-105.0323635,34.9727305,"new mexico, usa"
BAJA CALIFORNIA SUR,ISLA DE ASUNCION,"ISLA DE ASUNCION, MEXICO",-102.552784,23.634501,mexico
BAJA CALIFORNIA SUR,ISLA DE CEDROS,"ISLA DE CEDROS, MEXICO",-115.1927777,28.0955555,"22906 isla de cedros, b.c., mexico"
BAJA CALIFORNIA SUR,ISLA DEL CARMEN,"ISLA DEL CARMEN, MEXICO",-111.1533456,25.9774712,"isla del carmen, baja california sur, mexico"
BAJA CALIFORNIA SUR,ISLA ESPIRITU SANTO,"ISLA ESPIRITU SANTO, MEXICO",-110.3427968,24.467386,"isla espiritu santo, baja california sur, mexico"
BAJA CALIFORNIA SUR,ISLA MAGDALENA,"ISLA MAGDALENA, MEXICO",-112.1102335,25.3709787,"isla magdalena, baja california sur, mexico"
BAJA CALIFORNIA SUR,ISLA MARGARITA,"ISLA MARGARITA, MEXICO",-102.552784,23.634501,mexico
BAJA CALIFORNIA SUR,ISLA MONSERRAT,"ISLA MONSERRAT, MEXICO",-111.0341183,25.6799317,"isla monserrate, baja california sur, mexico"
BAJA CALIFORNIA SUR,ISLA MORENA,"ISLA MORENA, MEXICO",-110.9163889,25.2097222,"rocas moreno, baja california sur, mexico"
BAJA CALIFORNIA SUR,ISLA SAN ILDEFONSO,"ISLA SAN ILDEFONSO, MEXICO",-111.43,26.6322222,"isla san ildefonso, baja california sur, mexico"
BAJA CALIFORNIA SUR,ISLA SAN JOSE,"ISLA SAN JOSE, MEXICO",-110.628811,24.9710304,"isla san josé, baja california sur, mexico"
BAJA CALIFORNIA SUR,ISLA SANTA MARGARITA,"ISLA SANTA MARGARITA, MEXICO",-111.8210866,24.4336528,"isla santa margarita, baja california sur, mexico"
BAJA CALIFORNIA SUR,ISLOTE EL ALAMBRE,"ISLOTE EL ALAMBRE, MEXICO",-114.2261902,27.7466605,"islote el alambre, 23940 bcs, mexico"
BAJA CALIFORNIA SUR,ISLOTE LA PIEDRA,"ISLOTE LA PIEDRA, MEXICO",-114.1615504,27.7056435,"islote la piedra, 23940 bcs, mexico"
BAJA CALIFORNIA SUR,ISLOTE LOS GALLLEGOS,"ISLOTE LOS GALLLEGOS, MEXICO",-102.552784,23.634501,mexico
BAJA CALIFORNIA SUR,LA CUEVITA,"LA CUEVITA, MEXICO",-108.1984602,25.8565803,"81900 la cuevita, sin., mexico"
BAJA CALIFORNIA SUR,LA CURVA DEL DIABLO,"LA CURVA DEL DIABLO, MEXICO",-99.1900162,19.1099128,"4r55+xx, tlalpan, 14900 parres, cdmx, mexico"
BAJA CALIFORNIA SUR,LA LEONA,"LA LEONA, MEXICO",-101.1320114,25.9896903,"25914 la leona, coahuila, mexico"
BAJA CALIFORNIA SUR,LA PLAYITA,"LA PLAYITA, MEXICO",-93.3647182,17.9323114,"86556 benito juárez, tab., mexico"
BAJA CALIFORNIA SUR,LA POZA,"LA POZA, MEXICO",-110.2273739,23.4396696,"la poza, 23300 todos santos, b.c.s., mexico"
BAJA CALIFORNIA SUR,LA RAMADITA,"LA RAMADITA, MEXICO",-105.4369096,28.3739127,"33139 la enramadita, chihuahua, mexico"
BAJA CALIFORNIA SUR,LAGUNA DE SAN IGNACIO,"LAGUNA DE SAN IGNACIO, MEXICO",-113.1661111,26.8783333,"san ignacio lagoon, 23915 bcs, mexico"
BAJA CALIFORNIA SUR,LAGUNA MANUELA,"LAGUNA MANUELA, MEXICO",-114.0696131,28.2470453,"laguna manuela, mexico"
BAJA CALIFORNIA SUR,LAGUNA SAN IGNACIO,"LAGUNA SAN IGNACIO, MEXICO",-113.1661111,26.8783333,"san ignacio lagoon, 23915 bcs, mexico"
BAJA CALIFORNIA SUR,LAGUNA TLAQUE,"LAGUNA TLAQUE, MEXICO",-103.3118355,20.6396728,"san pedro tlaquepaque, jal., mexico"
BAJA CALIFORNIA SUR,LAGUNA TORTUGAS,"LAGUNA TORTUGAS, MEXICO",-96.1573786,19.16284,"laguna tortugas, coyol, 91779 veracruz, ver., mexico"
BAJA CALIFORNIA SUR,LAS AGUILAS,"LAS AGUILAS, MEXICO",-99.2040557,19.3614558,"las águilas, 01710 ciudad de méxico, cdmx, mexico"
BAJA CALIFORNIA SUR,LAS BOTELLAS,"LAS BOTELLAS, MEXICO",-102.552784,23.634501,mexico
BAJA CALIFORNIA SUR,SAN JORGE,"SAN JORGE, MEXICO",-93.2590214,18.2119042,"sgto. lópez 3ra. secc., tab., mexico"
BAJA CALIFORNIA SUR,LOMA AMARILLA,"LOMA AMARILLA, MEXICO",-105.45,28.0166667,"loma amarilla, 33645 chih., mexico"
BAJA CALIFORNIA SUR,COMONDU,"COMONDU, MEXICO",-111.8442001,26.0707889,"23820 comondú, b.c.s., mexico"
BAJA CALIFORNIA SUR,LOS HORNITOS,"LOS HORNITOS, MEXICO",-108.8205084,27.8779617,"33315 los hornitos, chih., mexico"
BAJA CALIFORNIA SUR,LOS INOCENTES,"LOS INOCENTES, MEXICO",-93.4906008,16.3954054,"30495 los inocentes, chis., mexico"
BAJA CALIFORNIA SUR,LOS MARROS,"LOS MARROS, MEXICO",-99.8030785,17.6866711,"39165 los morros, gro., mexico"
BAJA CALIFORNIA SUR,LOS PRADOS,"LOS PRADOS, MEXICO",-94.6392236,17.9771793,"96348 fraccionamiento los prados, ver., mexico"
BAJA CALIFORNIA SUR,LOS TRONCONES,"LOS TRONCONES, MEXICO",-103.2364026,20.3612649,"45850 los troncones, jalisco, mexico"
BAJA CALIFORNIA SUR,MARISCAL,"MARISCAL, MEXICO",-99.133208,19.4326077,"mexico city, cdmx, mexico"
BAJA CALIFORNIA SUR,MORRO LOS FRAILES,"MORRO LOS FRAILES, MEXICO",-98.9441993,20.2574139,"los frailes, actopan, hgo., mexico"
BAJA CALIFORNIA SUR,MORRO SANTO DOMINGO,"MORRO SANTO DOMINGO, MEXICO",-114.1239625,28.2550193,"morro santo domingo, baja california, mexico"
BAJA CALIFORNIA SUR,MUELLE DE PRODUCTO PESQUERO MATANCITAS,"MUELLE DE PRODUCTO PESQUERO MATANCITAS, MEXICO",-112.0017371,25.1421293,"23723 la matancita, b.c.s., mexico"
BAJA CALIFORNIA SUR,MUELLE DE PUERTO ADOLFO LOPEZ MATEOS,"MUELLE DE PUERTO ADOLFO LOPEZ MATEOS, MEXICO",-112.1117239,25.192398,"23710 puerto adolfo lópez mateos, b.c.s., mexico"
BAJA CALIFORNIA SUR,MULEGE,"MULEGE, MEXICO",-111.9835831,26.8922164,"23900 mulegé, bcs, mexico"
BAJA CALIFORNIA SUR,PAILABOTE,"PAILABOTE, MEXICO",-102.552784,23.634501,mexico
BAJA CALIFORNIA SUR,PAREDON AMARILLO,"PAREDON AMARILLO, MEXICO",-97.78450959999999,17.6300172,"69205 el paredón amarillo, oaxaca, mexico"
BAJA CALIFORNIA SUR,PICHILINGUE,"PICHILINGUE, MEXICO",-110.3331155,24.2735743,"23208 pichilingue, bcs, mexico"
BAJA CALIFORNIA SUR,PORVENIR,"PORVENIR, MEXICO",-99.1463071,19.4703294,"porvenir, ciudad de méxico, cdmx, mexico"
BAJA CALIFORNIA SUR,ALBERTO ANDRES ALVARADO ARAMBURO,"ALBERTO ANDRES ALVARADO ARAMBURO, MEXICO",-102.552784,23.634501,mexico
BAJA CALIFORNIA SUR,PTO CANCUN,"PTO CANCUN, MEXICO",-86.8085392,21.1602782,"puerto juarez, 77500 puerto cancún, quintana roo, mexico"
BAJA CALIFORNIA SUR,PUERTO ALMEJA,"PUERTO ALMEJA, MEXICO",-102.552784,23.634501,mexico
BAJA CALIFORNIA SUR,PUERTO ASTORGA,"PUERTO ASTORGA, MEXICO",-102.552784,23.634501,mexico
BAJA CALIFORNIA SUR,PUERTO CANCUN,"PUERTO CANCUN, MEXICO",-86.8085392,21.1602782,"puerto juarez, 77500 puerto cancún, quintana roo, mexico"
BAJA CALIFORNIA SUR,PUERTO CORTEZ,"PUERTO CORTEZ, MEXICO",-111.8219444,24.4777777,"23750 puerto cortés, bcs, mexico"
BAJA CALIFORNIA SUR,PUERTO ESCONDIDO,"PUERTO ESCONDIDO, MEXICO",-97.0767365,15.8719795,"puerto escondido, oaxaca, mexico"
BAJA CALIFORNIA SUR,GUERRERO NEGRO,"GUERRERO NEGRO, MEXICO",-114.056646,27.9591758,"23940 guerrero negro, bcs, mexico"
BAJA CALIFORNIA SUR,PUERTO SAN ANDRESITO,"PUERTO SAN ANDRESITO, MEXICO",-95.18384119999999,17.6679523,"96145 san andresito, ver., mexico"
BAJA CALIFORNIA,PUERTO VIEJO,"PUERTO VIEJO, MEXICO",-99.1311178,19.4999861,"c. porto viejo, lindavista nte., 07300 ciudad de méxico, cdmx, mexico"
BAJA CALIFORNIA SUR,PUNTA ALGUATE,"PUNTA ALGUATE, MEXICO",-107.3363963,24.5218517,"80419 el alhuate, sin., mexico"
BAJA CALIFORNIA SUR,SANTA ROSA,"SANTA ROSA, MEXICO",-90.0886111,20.6061112,"97804 santa rosa, yuc., mexico"
BAJA CALIFORNIA SUR,PUNTA ARENA,"PUNTA ARENA, MEXICO",-109.8721972,22.9083312,"23467 punta arena, bcs, mexico"
BAJA CALIFORNIA SUR,PUNTA BALLENAS,"PUNTA BALLENAS, MEXICO",-102.552784,23.634501,mexico
BAJA CALIFORNIA SUR,PUNTA BENTONITA,"PUNTA BENTONITA, MEXICO",-102.552784,23.634501,mexico
BAJA CALIFORNIA SUR,PUNTA BOCA DE SAN BRUNO,"PUNTA BOCA DE SAN BRUNO, MEXICO",-112.1586111,27.1602777,"23910 san bruno, bcs, mexico"
BAJA CALIFORNIA SUR,PUNTA BOTELLA,"PUNTA BOTELLA, MEXICO",-102.552784,23.634501,mexico
BAJA CALIFORNIA SUR,PUNTA CANDELEROS,"PUNTA CANDELEROS, MEXICO",-116.924425,32.4929705,"punta candeleros, guaycura, 22216 tijuana, b.c., mexico"
BAJA CALIFORNIA SUR,PUNTA CHOROS,"PUNTA CHOROS, MEXICO",-102.552784,23.634501,mexico
BAJA CALIFORNIA SUR,PUNTA CLAM BAY,"PUNTA CLAM BAY, MEXICO",-102.552784,23.634501,mexico
BAJA CALIFORNIA SUR,PUNTA CONEJO,"PUNTA CONEJO, MEXICO",-95.2505,16.1373909,"punta conejo, oaxaca, mexico"
BAJA CALIFORNIA SUR,PUNTA CONO,"PUNTA CONO, MEXICO",-114.5840291,28.967482,"punta cono, baja california, mexico"
BAJA CALIFORNIA SUR,PUNTA COYOTE II,"PUNTA COYOTE II, MEXICO",-110.6961553,24.7018189,"23143 punta coyote, b.c.s., mexico"
BAJA CALIFORNIA SUR,PUNTA EL LEON,"PUNTA EL LEON, MEXICO",-96.80160959999999,19.0671759,"94223 el león, ver., mexico"
BAJA CALIFORNIA SUR,PUNTA ELEFANTE,"PUNTA ELEFANTE, MEXICO",-102.552784,23.634501,mexico
BAJA CALIFORNIA SUR,SANTA ROSALIA,"SANTA ROSALIA, MEXICO",-112.2701486,27.3361939,"23920 santa rosalía, bcs, mexico"
BAJA CALIFORNIA SUR,PUNTA GRANDE,"PUNTA GRANDE, MEXICO",-104.2846577,19.0469141,"punta grande, 28237 manzanillo, col., mexico"
BAJA CALIFORNIA SUR,PUNTA GUADALUPE,"PUNTA GUADALUPE, MEXICO",-102.552784,23.634501,mexico
BAJA CALIFORNIA SUR,PUNTA LA GALLINITA,"PUNTA LA GALLINITA, MEXICO",-102.552784,23.634501,mexico
BAJA CALIFORNIA SUR,PUNTA LOBOS,"PUNTA LOBOS, MEXICO",-110.2313313,23.4142703,"punta lobos, todos santos, la paz-todos los santos, 23362 todos santos, b.c.s., mexico"
BAJA CALIFORNIA SUR,PUNTA LOS TULES,"PUNTA LOS TULES, MEXICO",-102.4766666,18.8580555,"60724 los tules, mich., mexico"
BAJA CALIFORNIA SUR,PUNTA MALARRIMO,"PUNTA MALARRIMO, MEXICO",-102.552784,23.634501,mexico
BAJA CALIFORNIA SUR,PUNTA MARQUEZ,"PUNTA MARQUEZ, MEXICO",-110.8739622,23.9556054,"el tómale, b.c.s., mexico"
BAJA CALIFORNIA SUR,PUNTA PAREDONES PRIETOS,"PUNTA PAREDONES PRIETOS, MEXICO",-110.2177989,24.3080589,"punta paredones prietos, 23200 bcs, mexico"
BAJA CALIFORNIA SUR,PUNTA PILITAS,"PUNTA PILITAS, MEXICO",-105.2376356,20.5990452,"pilitas, zona romántica, amapas, 48399 puerto vallarta, jal., mexico"
BAJA CALIFORNIA SUR,PUNTA QUEBRADA,"PUNTA QUEBRADA, MEXICO",-114.9903558,27.7294997,"23952 punta quebrada, b.c.s., mexico"
BAJA CALIFORNIA SUR,PUNTA SALINAS,"PUNTA SALINAS, MEXICO",-102.552784,23.634501,mexico
BAJA CALIFORNIA SUR,PUNTA SAN CARLOS,"PUNTA SAN CARLOS, MEXICO",-115.4997222,29.6177777,"22967 punta san carlos, baja california, mexico"
BAJA CALIFORNIA SUR,PUNTA SAN LUCAS,"PUNTA SAN LUCAS, MEXICO",-102.552784,23.634501,mexico
BAJA CALIFORNIA SUR,PUNTA SAN ROQUE,"PUNTA SAN ROQUE, MEXICO",-116.5684793,31.8886211,"punta san roque, popular 1989, 22812 ensenada, b.c., mexico"
BAJA CALIFORNIA SUR,PUNTA SANTA ANA,"PUNTA SANTA ANA, MEXICO",-102.552784,23.634501,mexico
BAJA CALIFORNIA SUR,PUNTA SANTA MARIA,"PUNTA SANTA MARIA, MEXICO",-105.9522294,28.670263,"punta sta. maría, 31385 chihuahua, chih., mexico"
BAJA CALIFORNIA SUR,PUNTA TRINIDAD,"PUNTA TRINIDAD, MEXICO",-102.552784,23.634501,mexico
BAJA CALIFORNIA SUR,PUNTA VERDE II,"PUNTA VERDE II, MEXICO",-94.5451645,18.1258214,"punta verde, 96343 punta verde, ver., mexico"
BAJA CALIFORNIA SUR,PURTO ARGUDIN,"PURTO ARGUDIN, MEXICO",-111.799567,24.578448,"23749 puerto argudin, b.c.s., mexico"
BAJA CALIFORNIA SUR,RODRIGUEZ,"RODRIGUEZ, MEXICO",-102.552784,23.634501,mexico
BAJA CALIFORNIA SUR,SAN ANDRESITO,"SAN ANDRESITO, MEXICO",-95.18384119999999,17.6679523,"96145 san andresito, ver., mexico"
BAJA CALIFORNIA SUR,SAN BUTO,"SAN BUTO, MEXICO",-112.04584,24.7609351,"23740 san buto, b.c.s., mexico"
BAJA CALIFORNIA SUR,SAN CARLITOS,"SAN CARLITOS, MEXICO",-98.09194339999999,22.479966,"89640 san carlitos, tamps., mexico"
BAJA CALIFORNIA SUR,SAN JOSE DEL CABO,"SAN JOSE DEL CABO, MEXICO",-109.7024376,23.0636562,"san josé del cabo, bcs, mexico"
BAJA CALIFORNIA SUR,SAN JUANICO,"SAN JUANICO, MEXICO",-112.4812989,26.2568056,"23812 san juanico, bcs, mexico"
BAJA CALIFORNIA SUR,SAN JUANICO II,"SAN JUANICO II, MEXICO",-112.4812989,26.2568056,"23812 san juanico, bcs, mexico"
BAJA CALIFORNIA SUR,SAN LAZARO,"SAN LAZARO, MEXICO",-99.0398907,19.3125923,"san lázaro, la estación, 13319 ciudad de méxico, cdmx, mexico"
BAJA CALIFORNIA SUR,ISLA SAN MARCO,"ISLA SAN MARCO, MEXICO",-112.0800533,27.1880661,"23910 isla san marcos, b.c.s., mexico"
BAJA CALIFORNIA SUR,SAN MATEO,"SAN MATEO, MEXICO",-99.6092702,19.2587876,"san mateo, metepec, méx., mexico"
BAJA CALIFORNIA SUR,SAN RAFAEL,"SAN RAFAEL, MEXICO",-99.1617888,19.4373262,"san rafael, 06470 mexico city, cdmx, mexico"
BAJA CALIFORNIA SUR,SANTA ELENITA,"SANTA ELENITA, MEXICO",-99.15253399999999,19.6726391,"santa elena, cuautitlán, méx., mexico"
BAJA CALIFORNIA SUR,SANTA ROSALIITA,"SANTA ROSALIITA, MEXICO",-114.2369444,28.6686111,"22995 santa rosaliíta, b.c., mexico"
BAJA CALIFORNIA SUR,TEMBABICHE,"TEMBABICHE, MEXICO",-110.9507227,25.2567641,"23898 loreto, bcs, mexico"
CAMPECHE,7 DE AGOSTO,"7 DE AGOSTO, MEXICO",-102.552784,23.634501,mexico
CAMPECHE,ARROYO GRANDE,"ARROYO GRANDE, MEXICO",-97.10639379999999,20.4826857,"93550 arroyo grande, ver., mexico"
CAMPECHE,ATRACADERO EL PON,"ATRACADERO EL PON, MEXICO",-99.0817891,19.4727547,"atracadero, 07950 ciudad de méxico, cdmx, mexico"
CAMPECHE,AVENIDA REVOLUCION,"AVENIDA REVOLUCION, MEXICO",-99.1881899,19.3715136,"av. revolución, ciudad de méxico, cdmx, mexico"
CAMPECHE,BAHAMITA,"BAHAMITA, MEXICO",-91.7151859,18.6905851,"playa bahamita, campeche, mexico"
CAMPECHE,BAHIA AGIABAMPO,"BAHIA AGIABAMPO, MEXICO",-106.3842168,23.2388391,"bahía agiabampo, rincón de urias, 82070 mazatlán, sin., mexico"
CAMPECHE,CAMINO REAL,"CAMINO REAL, MEXICO",-102.552784,23.634501,mexico
CAMPECHE,LOMAS LIMPIA,"LOMAS LIMPIA, MEXICO",-97.92538739999999,21.5598106,"92088 lomas limpias, ver., mexico"
CAMPECHE,SAN FRANCISCO DE CAMPECHE,"SAN FRANCISCO DE CAMPECHE, MEXICO",-90.5349087,19.8301251,"campeche, mexico"
CAMPECHE,CANDELARIA,"CANDELARIA, MEXICO",-90.6773046,18.1416823,"candelaria municipality, campeche, mexico"
CAMPECHE,CONSERVAS CAMPECHE,"CONSERVAS CAMPECHE, MEXICO",-90.5349087,19.8301251,"campeche, mexico"
CAMPECHE,CIUDAD DEL CARMEN,"CIUDAD DEL CARMEN, MEXICO",-91.80745859999999,18.6504879,"ciudad del carmen, campeche, mexico"
CAMPECHE,COLONIA EMILIANO ZAPATA,"COLONIA EMILIANO ZAPATA, MEXICO",-105.2197222,21.8286111,"63552 col. emiliano zapata, nay., mexico"
